date,subject,to,from,content,class
2025-06-10,Hosting a Potluck Dinner,rajesh.kumar@gmail.com,meera.singh@gmail.com,"Hi Rajesh, I’m hosting a potluck dinner next weekend. Everyone’s bringing a dish, so it should be a fun night. Let me know if you can come and what dish you’d like to bring!",Purely Personal
2025-06-13,Planning a Visit to a Hill Station,tina.sharma@gmail.com,neeraj.das@gmail.com,"Hi Tina, I’m thinking of visiting a hill station in July. I’ve been to a few places but am looking for fresh suggestions. Do you know any hidden gems in the hills?",Purely Personal
2025-06-15,Organizing a Summer Party,rakesh.sharma@gmail.com,anjali.verma@gmail.com,"Hi Rakesh, I’m organizing a summer party with a tropical theme next weekend. Would love for you to join! Let me know if you’re free to come.",Purely Personal
2025-06-18,Searching for New Running Shoes,arjun.patel@gmail.com,anita.kumar@gmail.com,"Hi Arjun, I’m looking for new running shoes. Do you have any recommendations based on comfort and durability? I’d really appreciate your input!",Purely Personal
2025-06-21,Family Portrait Photoshoot,priya.kapoor@gmail.com,deepak.sharma@gmail.com,"Hi Priya, we’re thinking of scheduling a family portrait photoshoot soon. Would love for you to join us. Let me know if you’d like to be part of it!",Purely Personal
2025-06-24,Catching Up Over Dinner,shalini.patel@gmail.com,rajeev.kumar@gmail.com,"Hey Shalini, it’s been so long since we caught up! How about dinner at my place next Friday? We’ll have lots to talk about!",Purely Personal
2025-06-27,Exploring Meditation Practices,neeraj.singh@gmail.com,karishma.sharma@gmail.com,"Hi Neeraj, I’ve been exploring meditation techniques recently, and they’ve been really helpful. Would you like to join a class sometime?",Purely Personal
2025-07-01,Exploring New Places to Visit,amit.kumar@gmail.com,neha.sharma@gmail.com,"Hi Amit, I’m looking for some new places to visit in India. If you’ve been anywhere interesting recently, please share your suggestions!",Purely Personal
2025-07-04,Weekend Art and Craft Workshop,ramesh.das@gmail.com,priyanka.jain@gmail.com,"Hey Ramesh, there’s an art and craft workshop happening this Saturday. Would love to join if you’re up for it. Let me know if you’d like to come!",Purely Personal
2025-07-07,Trying New Recipes for Dinner,kavita.sharma@gmail.com,rina.mehra@gmail.com,"Hi Kavita, I’ve been experimenting with new dinner recipes lately. I found a great pasta recipe I think you’d love. Want me to share it with you?",Purely Personal
2025-07-09,Weekend Road Trip Plans,deepak.kumar@gmail.com,amit.patel@gmail.com,"Hi Deepak, planning a road trip this weekend to explore some new places nearby. Let me know if you want to join – it’ll be a fun adventure!",Purely Personal
2025-07-12,Planning a Potluck for My Birthday,priyanka.verma@gmail.com,tanvi.sharma@gmail.com,"Hi Priyanka, I’m planning a potluck for my birthday next month. I’d love it if you could come and bring your famous dessert! Let me know if you’re free!",Purely Personal
2025-07-15,Crafting My Own Jewelry,rajiv.singh@gmail.com,shalini.patel@gmail.com,"Hi Rajiv, I’ve been looking into jewelry-making and thought it could be a fun hobby to try. Would you be interested in doing a small DIY project with me?",Purely Personal
2025-07-18,Yoga Class for Stress Relief,arun.kumar@gmail.com,karishma.mehra@gmail.com,"Hi Arun, I’ve been trying out yoga for stress relief and thought it might be helpful for you as well. Let me know if you want to join me for a class.",Purely Personal
2025-07-20,Trying Out New Restaurants,sunita.kumar@gmail.com,meena.sharma@gmail.com,"Hi Sunita, I’ve discovered a few new restaurants in town. If you’re free this weekend, let’s try one together! Let me know if you’re interested.",Purely Personal
2025-07-23,Starting a Book Club,rajat.singh@gmail.com,anita.rao@gmail.com,"Hi Rajat, I’m starting a small book club with some friends, and I thought you might want to join. We’re planning to read a new book every month. Interested?",Purely Personal
2025-07-26,Weekend Photography Walk,kavya.sharma@gmail.com,vishal.kumar@gmail.com,"Hi Kavya, there’s a photography walk this weekend in the city. It’s a great opportunity to explore and capture some cool shots. Let me know if you want to join!",Purely Personal
2025-07-29,Organizing a Movie Night,karishma.das@gmail.com,sunil.sharma@gmail.com,"Hi Karishma, I’m hosting a movie night this Saturday with a few friends. We’re watching some classic Bollywood films. Would love it if you could make it!",Purely Personal
2025-08-01,Summer Fun: Beach Day Plans,neha.kumar@gmail.com,anil.patel@gmail.com,"Hi Neha, how about a beach day this weekend? We could enjoy the sun and have some fun. Let me know if you’re interested!",Purely Personal
2025-08-03,Exploring New Hobbies,rajesh.mehra@gmail.com,rekha.sharma@gmail.com,"Hi Rajesh, I’m thinking of picking up a new hobby like painting or pottery. Have you tried any fun new hobbies lately? Would love some suggestions!",Purely Personal
2025-08-06,Attending a Live Concert,priya.jain@gmail.com,ajay.singh@gmail.com,"Hi Priya, I have tickets for a live concert this weekend. Would love for you to join me – it’s going to be a blast! Let me know if you’re free.",Purely Personal
2025-08-09,Planning a Picnic in the Park,rajat.patel@gmail.com,sunita.kumar@gmail.com,"Hi Rajat, I was thinking of organizing a picnic at the park this Sunday. I’ll bring some snacks – let me know if you’d like to join.",Purely Personal
2025-08-11,Seeking Travel Advice for Japan,arjun.mehra@gmail.com,sneha.sharma@gmail.com,"Hi Arjun, I’m planning a trip to Japan in the fall. Have you been there? Any tips or places you recommend I visit?",Purely Personal
2025-08-14,Looking for Dance Classes,kavita.rao@gmail.com,deepak.singh@gmail.com,"Hi Kavita, I’m looking for dance classes nearby. Would love to take a beginner salsa or bachata class. Let me know if you’ve heard of any good ones.",Purely Personal
2025-08-17,DIY Home Décor Ideas,meena.kumar@gmail.com,anu.singh@gmail.com,"Hey Meena, I’m planning some DIY home décor projects for the living room. I found some great ideas online. Let me know if you’d like to do something like this too!",Purely Personal
2025-08-20,Exploring Trekking Spots in Uttarakhand,vikas.patel@gmail.com,kavita.sharma@gmail.com,"Hi Vikas, I’m planning a trekking trip to Uttarakhand this winter. Do you have any recommended routes or spots I should check out?",Purely Personal
2025-08-23,Making Homemade Candles,neha.patel@gmail.com,rajesh.sharma@gmail.com,"Hi Neha, I’ve started making my own candles as a hobby. It’s surprisingly fun! Would you like to join me for a candle-making session?",Purely Personal
2025-08-26,Organizing a Family BBQ,shalini.das@gmail.com,rajeev.kumar@gmail.com,"Hi Shalini, I’m organizing a family BBQ at our house this weekend. It’s going to be a relaxed afternoon with good food. Let me know if you can make it!",Purely Personal
2025-08-29,Preparing for a Friend's Wedding,anushka.sharma@gmail.com,simran.patel@gmail.com,"Hi Anushka, I’m so excited about Rina’s wedding next week! Let me know if you need help with anything like outfit choices or planning for the event.",Purely Personal
2025-09-01,Weekend Trip to the Hill Station,rajesh.mehra@gmail.com,swati.patel@gmail.com,"Hi Rajesh, I’m planning a short trip to a hill station this weekend. It’ll be perfect for some relaxation and fresh air. Let me know if you’d like to join.",Purely Personal
2025-09-04,Learning Photography,priyanka.singh@gmail.com,shalini.rao@gmail.com,"Hi Priyanka, I’ve started learning photography recently. Thought you might be interested too! Let me know if you’d like to join a workshop next weekend.",Purely Personal
2025-09-07,Hosting a Game Night,tanvi.kumar@gmail.com,neeraj.sharma@gmail.com,"Hi Tanvi, I’m hosting a game night at my place next weekend with some old school board games. Would love to have you there – let me know if you can make it!",Purely Personal
2025-09-10,Looking for New Workout Routines,aruna.sharma@gmail.com,karan.kumar@gmail.com,"Hi Aruna, I’m looking to switch up my workout routine. Do you have any favorite exercises or programs you’d recommend? Let me know!",Purely Personal
2025-09-13,Planning a Group Visit to a Museum,neha.singh@gmail.com,anup.patel@gmail.com,"Hi Neha, I was thinking of organizing a group visit to the National Museum next month. It’d be fun to explore it together. Let me know if you’re interested.",Purely Personal
2025-09-16,Family Picnic in the Park,neha.rao@gmail.com,rohit.singh@gmail.com,"Hi Neha, I’m planning a family picnic this weekend at the park. It’ll be a relaxed day with games and food. Let me know if you’d like to join!",Purely Personal
2025-09-18,Summer Party Plans,preeti.sharma@gmail.com,arun.kumar@gmail.com,"Hi Preeti, I’m organizing a summer party next Saturday at my place. Let me know if you can make it – there’ll be food, drinks, and fun!",Purely Personal
2025-09-21,Movie Recommendations,priyanka.das@gmail.com,ankit.sharma@gmail.com,"Hi Priyanka, I just watched an amazing movie that I think you’d love. Let me know if you want recommendations. Would be great to catch up over movies soon!",Purely Personal
2025-09-24,Exploring Local Art Exhibitions,kavita.kumar@gmail.com,ramesh.rao@gmail.com,"Hi Kavita, I found out about a new art exhibition opening this weekend. Would love to go with you and check it out if you’re free!",Purely Personal
2025-09-27,Birthday Party Surprise,neeraj.sharma@gmail.com,kavita.singh@gmail.com,"Hey Neeraj, I’m planning a surprise birthday party for Tanvi. It’s going to be at my place on Sunday. Let me know if you can make it – it’ll be fun!",Purely Personal
2025-09-30,Weekend at the Beach,amit.patel@gmail.com,nisha.mehra@gmail.com,"Hi Amit, I was thinking of spending the weekend at the beach. It’ll be a relaxing break. Let me know if you’re up for it!",Purely Personal
2025-10-02,Weekend Trekking Trip,rajesh.singh@gmail.com,deepak.kumar@gmail.com,"Hi Rajesh, planning a weekend trekking trip to the hills. Would love for you to join if you're free. Let me know!",Purely Personal
2025-10-05,Potluck Dinner at My Place,shalini.rao@gmail.com,anil.patel@gmail.com,"Hi Shalini, I’m hosting a potluck dinner this weekend. It’ll be great to have you over. Let me know if you can come and what dish you’d like to bring!",Purely Personal
2025-10-08,Looking for Gardening Tips,priya.sharma@gmail.com,ankit.kumar@gmail.com,"Hi Priya, I’m trying to grow a small vegetable garden at home. Any gardening tips you can share would be really helpful! Let me know when you have a chance.",Purely Personal
2025-10-10,Fitness Challenge - Join Me,karan.patel@gmail.com,neha.mehra@gmail.com,"Hi Karan, I’m starting a fitness challenge this month. Thought you might be interested in joining me. Let me know if you want to give it a try!",Purely Personal
